EmployeeID,Department,Position,Education,Age,Gender,Salary,HireDate
5370,HR,Specialist,Master,52,F," R$ 9,056.81 ",2022-08-24
5371,Legal,Specialist,Master,27, ,,07/08/2021
5372,Marketing,Coordinator,Bachelor,49,M," R$ 10,409.48 ",2016-01-15
5373,Operations,,PhD,52,F," R$ 10,771.29 ",2011-10-12
5374,Legal,Director,PhD,57,M," R$ 17,562.97 ",2022-11-04
5375,IT,Director,PhD,37,F," R$ 14,501.18 ",14/06/2019
5376,IT,Technician,Technical Diploma,36,M," R$ 13,523.86 ",2012-03-12
5377,Legal,Coordinator,Bachelor,43,M," R$ 18,056.11 ",2017-03-22
5378,Finance,Coordinator,Bachelor,39,F," R$ 18,356.81 ",2013-10-30
5379,HR,Director,PhD,29,F," R$ 6,743.70 ",2018-12-17
5380,Logistics, ,Master,31,F," R$ 5,662.60 ",09/06/2011
5381,Finance,Coordinator,Bachelor,58,F," R$ 25,307.59 ",2015-10-17
5382,Logistics,Assistant,High School,60,," R$ 8,751.41 ",2018-03-18
5383,Legal,Director,PhD,27,M," R$ 14,228.28 ",30/08/2010
5384,Marketing,Coordinator,Bachelor,64,F," R$ 14,064.48 ",2016-08-17
5385,Logistics,Manager,Master,31,F," R$ 6,452.68 ",2020-03-18
5386,Logistics,Specialist,Master,60,M," R$ 8,480.21 ",2016-04-28
5387,Legal, ,Master,28,M," R$ 14,735.16 ",2012-02-09
5388,Logistics,Director,PhD,63,M," R$ 9,257.12 ",2014-04-03
5389,Finance,Specialist,Master,56,F," R$ 25,981.28 ",2020-04-08
5390,HR,Manager,Master,49,F," R$ 8,403.92 ",2012-01-13
5391,HR,Coordinator,Bachelor,46,M," R$ 8,716.82 ",2013-10-27
5392,Legal,Coordinator, ,49,F," R$ 19,798.95 ",2019-06-10
5393,Operations,Manager,Master,30,F," R$ 9,078.73 ",2015-02-17
5394,IT,Manager,Master,26,F," R$ 11,057.94 ",2021-09-13
5395,Finance,Director,PhD,37,M," R$ 18,408.80 ",2023-09-13
5396,IT,Analyst,Bachelor,50,M," R$ 15,415.02 ",2020-01-14
5397,Operations,Manager,Master,64,M," R$ 10,156.45 ",2019-06-03
5398,HR,Technician,,44,F," R$ 7,951.00 ",2019-08-01
5399,Legal,Assistant,High School,39,M," R$ 18,098.93 ",2023-09-04
5400,HR,Analyst,,47,F," R$ 9,043.84 ",20/04/2018
5401,IT,Manager,Master,26,M," R$ 11,043.20 ",31/08/2016
5402,Operations,Manager,Master,29,F," R$ 7,251.28 ",2017-10-17
5403,Legal,Assistant,High School,61,M," R$ 19,169.91 ",2017-04-15
5404,Logistics,Manager,Master,40,F," R$ 6,073.65 ",2018-02-06
5405,Operations,Director,PhD,58,F," R$ 11,605.90 ",2010-04-23
5406,HR,,PhD,49,F, ,2013-06-26
5407,Legal,Analyst,Bachelor,25,M," R$ 14,113.70 ",2018-09-15
5408,Marketing,Coordinator,Bachelor,41,F," R$ 10,752.14 ",2023-02-17
5409,Logistics,Specialist,Master,43,M," R$ 8,136.65 ",2017-04-08
5410,Logistics,Analyst,Bachelor,33,F," R$ 6,521.09 ",15/04/2016
5411,Marketing,Coordinator,Bachelor,22,M," R$ 8,028.16 ",2010-01-30
5412,Marketing,Technician,Technical Diploma,29,M," R$ 9,225.38 ",2010-04-09
5413,Marketing,Technician,Technical Diploma,62,F," R$ 13,345.07 ",2023-01-20
5414,Legal,Director,PhD,48,M," R$ 16,988.24 ",2023-08-08
5415,HR,Assistant,High School,42,F," R$ 7,237.23 ",2021-08-17
5416,Operations,Coordinator,Bachelor,54,M," R$ 10,247.25 ",2012-08-02
5417,Logistics,Technician,Technical Diploma,59,M," R$ 9,330.47 ",16/11/2016
5418,Legal,Analyst,Bachelor,54,F," R$ 21,331.33 ",2022-12-28
5419,Finance,Director,PhD,58,F," R$ 25,788.91 ",2019-07-23
5420,IT,Coordinator,Bachelor,26,M," R$ 10,602.68 ",2010-04-05
5421,HR,Analyst,Bachelor,36,M,,2023-08-24
5422,Operations,Assistant,High School,51,M," R$ 11,752.20 ",26/09/2020
5423, ,Specialist,Master,24,M," R$ 5,161.70 ",2013-01-25
5424,Finance,Manager,Master,49,M," R$ 19,080.91 ",2017-08-08
5425,Legal,Coordinator,Bachelor,51,F," R$ 17,546.52 ",25/02/2022
5426,Operations,Director,PhD,57,F," R$ 11,958.27 ",2015-02-18
5427,Logistics,Analyst,Bachelor,24,M,,2023-03-26
5428,Marketing,Director,PhD,52,F," R$ 11,785.19 ",08/10/2016
5429,Operations,Assistant,High School,35,F," R$ 8,309.21 ",06/10/2011
5430,Legal,Analyst,Bachelor,27,M," R$ 13,627.07 ",01/01/2014
5431,HR,Technician,Technical Diploma,40,M," R$ 7,683.51 ",2015-01-16
5432,Finance,Assistant,High School,26,F," R$ 17,259.15 ",2019-05-14
5433,Legal,Technician,Technical Diploma,47,M," R$ 18,365.14 ",2014-12-01
5434,IT,Assistant,High School,39,F," R$ 13,209.20 ",2015-10-15
5435,Operations,Analyst,Bachelor,58,M," R$ 10,697.46 ",2020-11-20
5436,Finance,Assistant,High School,57,," R$ 29,581.98 ",10/08/2017
5437,IT,Manager,Master,52,F," R$ 15,499.86 ",2016-07-06
5438,Operations,Director,PhD,39,M," R$ 9,621.08 ",2021-12-18
5439,HR,Technician,Technical Diploma,30,M," R$ 6,651.10 ",2013-10-27
5440,HR,Manager,Master,47,," R$ 7,613.94 ",2016-02-03
5441,Logistics,Specialist,Master,23,M," R$ 5,206.81 ",2012-09-16
5442,Operations,Technician,Technical Diploma,53,M," R$ 9,819.02 ",08/04/2021
5443,Legal,Manager,Master,63,," R$ 22,053.47 ",2022-09-14
5444,Legal,Specialist,Master,27,M, ,19/11/2020
5445,Operations,Specialist,Master,41,M," R$ 8,123.19 ",05/11/2016
5446,Operations,Manager,Master,29,," R$ 7,952.58 ",2021-10-20
5447,IT,Director,PhD,25,F," R$ 10,489.37 ",2021-02-24
5448,Finance,Coordinator,Bachelor,46,F," R$ 21,269.52 ",2022-07-20
5449,Logistics,Specialist,Master,52,F," R$ 7,358.92 ",2017-11-29
5450,Logistics,Assistant,High School,40,M," R$ 6,312.71 ",26/08/2021
5451,Operations,Specialist,Master,28,M," R$ 7,153.61 ",2018-06-11
5452,Logistics,Manager,Master,58,M," R$ 8,414.94 ",2010-12-27
5453,Legal,Director,PhD,51,F," R$ 18,444.19 ",2022-06-08
5454,Finance,Manager,Master,48,F," R$ 21,755.22 ",07/01/2011
5455,Marketing,Coordinator,Bachelor,38,M," R$ 10,261.16 ",2012-09-25
5456,Operations,Manager,Master,53,F," R$ 10,729.65 ",2012-06-11
5457,Logistics,Specialist,Master,40,M, ,24/01/2023
5458,,Coordinator,Bachelor,46,M," R$ 15,201.01 ",14/01/2023
5459,Operations,Analyst,Bachelor,50,M," R$ 9,425.08 ",2014-11-30
5460,Legal,Director,PhD,46,M," R$ 16,692.42 ",2021-03-24
5461,Logistics,Assistant,High School,53,M," R$ 8,324.03 ",2014-11-11
5462,Operations,Manager,Master,58, ," R$ 9,856.08 ",2021-04-24
5463,HR,Analyst,Bachelor,32,F," R$ 7,626.06 ",2015-01-11
5464,IT,Coordinator,Bachelor,25,M," R$ 11,065.94 ",2015-07-26
5465,Marketing,Director,PhD,52,M," R$ 12,164.04 ",2013-05-13
5466,HR,Coordinator,Bachelor,57,F," R$ 9,840.07 ",2021-04-10
5467,IT,Director,PhD,25,M," R$ 11,133.61 ",2023-03-07
5468,Marketing,Assistant,High School,23,F," R$ 7,484.46 ",16/05/2012
5469,Marketing,Director,PhD,60,M," R$ 14,170.48 ",15/10/2015
5470,IT,Director,PhD,54,M," R$ 15,991.34 ",2020-12-03
5471,Logistics,Assistant,High School,48,F," R$ 7,391.51 ",2020-04-19
5472,HR,Coordinator,Bachelor,47,F," R$ 7,940.30 ",04/12/2021
5473,IT,Assistant,High School,40,," R$ 12,656.95 ",2022-03-29
5474,HR,Director,PhD,62,M," R$ 10,417.41 ",2018-03-26
5475,Finance,Director,PhD,60,M," R$ 25,206.19 ",2020-04-13
5476,Operations,Manager,Master,54,F," R$ 9,591.23 ",2012-02-29
5477,Logistics,Analyst,Bachelor,59,F," R$ 8,333.62 ",2013-12-29
5478,Operations, ,Master,31,F," R$ 9,148.42 ",02/09/2011
5479,Marketing,Technician,Technical Diploma,22,F," R$ 7,023.25 ",2019-11-10
5480,Operations,Specialist,Master,56,," R$ 10,627.43 ",2010-06-02
5481,Legal,,Bachelor,32,F," R$ 13,856.05 ",2010-07-18
5482,Legal,Coordinator,Bachelor,35,F," R$ 16,635.83 ",10/01/2010
5483,Finance,Assistant,High School,27,F," R$ 15,948.08 ",2015-07-04
5484,Operations,Assistant,High School,64,F," R$ 9,386.93 ",30/12/2012
5485,Finance,Director,PhD,60,F," R$ 24,709.29 ",2020-08-25
5486,,,Master,61,F," R$ 15,986.00 ",2012-03-13
5487,Legal,Analyst,Bachelor,46,M," R$ 15,776.66 ",2013-11-16
5488,HR,Analyst,Bachelor,44,M," R$ 9,302.59 ",2014-12-23
5489,,Manager,Master,26,M," R$ 8,101.81 ",2016-11-10
5490,Finance,Director,PhD,47,M," R$ 22,217.08 ",2022-05-09
5491,Operations,Technician,Technical Diploma,39,F," R$ 9,178.63 ",26/04/2021
5492,Marketing,Technician,Technical Diploma,53,F," R$ 11,338.06 ",2015-05-16
5493,Operations,Coordinator,Bachelor,42,M," R$ 9,259.82 ",2010-11-03
5494,HR,Analyst,Bachelor,47,F," R$ 10,478.45 ",08/12/2010
5495,Logistics,Assistant,High School,56,M," R$ 7,023.64 ",2023-08-19
5496,IT,Manager,Master,31,F," R$ 13,562.50 ",2018-04-11
5497,Finance,Technician,Technical Diploma,49,F,,2022-03-18
5498,HR,Analyst,Bachelor,52,F,,2021-04-22
5499,Legal,Coordinator,Bachelor,36,F," R$ 15,375.54 ",2019-01-21
5500,Operations,Analyst,Bachelor,61,M," R$ 12,124.33 ",11/06/2020
5501,Finance,Analyst,Bachelor,29,F," R$ 18,385.45 ",04/10/2013
5502,Legal,Technician,Technical Diploma,31,F," R$ 13,445.69 ",2020-07-13
5503, ,Manager, ,31,M," R$ 15,985.58 ",2022-06-18
5504,HR,Manager,Master,59,F," R$ 10,183.51 ",2014-09-14
5505,Finance,Manager,Master,39,F," R$ 19,039.40 ",2021-02-04
5506,HR,Specialist,Master,49,F," R$ 8,085.99 ",2012-10-22
5507,Finance,Analyst,Bachelor,49,M," R$ 21,037.48 ",2012-12-09
5508,HR,Manager,Master,41,F," R$ 7,333.89 ",2015-07-03
5509,Legal,Coordinator,Bachelor,45,F," R$ 18,313.16 ",2019-09-23
5510,HR,Specialist,Master,27,M," R$ 6,733.96 ",22/06/2019
5511,Operations,Coordinator,Bachelor,62,M," R$ 11,710.29 ",2021-05-02
5512,HR,Director,PhD,53,F," R$ 9,662.48 ",2016-02-18
5513,IT,,Technical Diploma,27,F," R$ 10,633.80 ",2022-03-27
5514,Legal,Analyst,Bachelor,32,M," R$ 16,840.04 ",2016-06-15
5515,Logistics,Assistant,High School,51,M," R$ 6,545.27 ",2011-12-14
5516,Legal,Coordinator,Bachelor,24,M," R$ 14,315.06 ",08/06/2014
5517,Marketing,Specialist,Master,29,F," R$ 9,162.70 ",2012-11-30
5518,HR,Technician,Technical Diploma,54,M," R$ 8,633.44 ",2013-12-10
5519,Marketing,Technician,Technical Diploma,40,M,,2022-06-02
5520,HR,Assistant,High School,31,M, ,06/08/2013
5521,HR,Director,PhD,40,F," R$ 8,243.03 ",2016-05-17
5522,HR,Technician,Technical Diploma,30,M," R$ 7,471.27 ",2021-06-09
5523,Finance, ,Technical Diploma,28,M," R$ 17,675.49 ",2018-08-17
5524,Operations,Director,PhD,35,M," R$ 9,055.77 ",2012-11-10
5525,Logistics,Coordinator,Bachelor,23,F," R$ 5,100.69 ",2020-12-21
5526,Finance,Manager,Master,43,M," R$ 20,169.03 ",16/12/2015
5527,Finance,Assistant,High School,41,F," R$ 19,783.98 ",07/07/2015
5528,Legal, ,High School,47,F," R$ 15,672.96 ",2016-06-30
5529,Legal,Technician,Technical Diploma,25,M," R$ 12,916.62 ",04/03/2011
5530,HR,Manager,Master,60,M," R$ 9,306.89 ",2017-06-02
5531,Legal, ,High School,61,M," R$ 21,675.94 ",2016-06-02
5532,Logistics,Specialist,Master,44,F," R$ 7,800.07 ",31/01/2023
5533,Logistics,Assistant,High School,37,M," R$ 5,407.01 ",2017-12-01
5534, ,Assistant,High School,46,F," R$ 16,346.07 ",2014-09-23
5535,IT,Technician,Technical Diploma,30,M," R$ 12,672.19 ",2016-05-24
5536,Legal,Assistant,High School,32,M," R$ 17,436.42 ",25/05/2014
5537,IT,Manager,Master,46,F,,19/02/2020
5538,Legal,Analyst,Bachelor,52,F, ,2018-05-14
5539,Finance,Specialist,Master,48,F," R$ 21,387.23 ",11/01/2014
5540,Operations,Specialist,Master,57,M," R$ 11,716.28 ",12/08/2018
5541,HR,Assistant,High School,35,M," R$ 7,330.84 ",2022-09-30
5542,HR,Assistant,High School,44, ," R$ 9,852.11 ",2013-08-19
5543,Logistics,Manager,Master,37,M," R$ 6,903.38 ",2020-07-31
5544,Legal,Director,PhD,41,F," R$ 18,774.04 ",22/03/2018
5545,Operations,Specialist,Master,24,M,,2011-12-13
5546,Finance,Analyst,Bachelor,27,M," R$ 16,545.44 ",2022-03-16
5547,Legal,Coordinator,Bachelor,50,F," R$ 18,043.61 ",27/12/2013
5548,Finance,Manager,Master,25,M," R$ 17,381.55 ",2021-05-18
5549,IT,Analyst,Bachelor,22,M," R$ 10,641.33 ",2011-03-28
5550,Finance,Director,PhD,29,M," R$ 17,364.37 ",2014-11-19
5551,Finance,Director,PhD,41,F," R$ 17,680.63 ",2011-12-22
5552,IT,Analyst,Bachelor,37,," R$ 12,299.58 ",2022-12-23
5553,Legal,Analyst,Bachelor,52,M," R$ 17,285.70 ",2013-10-26
5554,Operations,Coordinator,Bachelor,53,M," R$ 10,244.04 ",2014-11-08
5555,Marketing,Manager,,55,F," R$ 12,497.30 ",2021-04-28
5556,IT,Coordinator,Bachelor,50,F," R$ 14,548.88 ",13/04/2016
5557,,Technician,Technical Diploma,33,M," R$ 15,833.72 ",2016-06-30
5558,Logistics,Analyst,,25,F," R$ 5,500.14 ",2013-08-08
5559,Finance,Manager,Master,64,F," R$ 26,193.42 ",2019-06-07
5560,Marketing,Manager,Master,55,F," R$ 13,206.66 ",22/01/2010
5561,HR,Technician,Technical Diploma,27,F," R$ 6,395.72 ",10/02/2020
5562,Finance,Technician,Technical Diploma,30,M," R$ 15,031.90 ",2019-05-26
5563,Finance,Specialist,Master,26,F," R$ 15,601.62 ",10/01/2020
5564,HR,Technician,Technical Diploma,37,M," R$ 7,995.13 ",2019-01-18
5565,IT,Technician,Technical Diploma,22,F," R$ 10,288.24 ",2012-11-06
5566,Legal,Specialist,Master,41,M," R$ 18,233.87 ",2020-03-07
5567,Legal,Assistant,High School,56,F," R$ 21,389.87 ",2020-12-21
5568,Logistics,Technician,Technical Diploma,31,F," R$ 5,784.04 ",2018-04-25
5569,Legal,Technician,Technical Diploma,46,M," R$ 18,290.58 ",2023-09-21
5570,Logistics,Manager,Master,49,F," R$ 7,407.47 ",07/04/2015
5571,Legal,Manager,Master,56,," R$ 21,581.91 ",2011-12-23
5572,Operations,Assistant,High School,54,M," R$ 10,395.09 ",2023-12-02
5573,Operations,Specialist,Master,36,F," R$ 7,241.17 ",2017-02-04
5574,Marketing,Director,PhD,42, ," R$ 10,563.17 ",2021-05-25
5575,HR,Director,PhD,63,F," R$ 9,708.48 ",2010-01-23
5576, ,Manager,Master,56,M," R$ 10,417.45 ",2012-11-09
5577,Logistics,Technician,Technical Diploma,58,F," R$ 10,178.13 ",09/09/2011
5578,HR,Coordinator,Bachelor,31,F," R$ 6,860.26 ",2013-09-11
5579,Operations,Coordinator,Bachelor,37,F," R$ 9,944.96 ",2013-02-22
5580,IT,Specialist,Master,41,M," R$ 11,907.68 ",2020-02-04
5581,Legal,Director,PhD,29,M," R$ 13,495.84 ",03/07/2021
5582,IT,Manager,Master,52,M," R$ 12,008.11 ",2016-04-19
5583,HR,Analyst,Bachelor,29,F," R$ 7,079.66 ",2021-01-31
5584,Finance,Specialist,Master,34,F," R$ 19,007.05 ",2017-04-20
5585,IT,Specialist,Master,45,F," R$ 12,989.80 ",2018-02-20
5586,Operations,Technician,Technical Diploma,33,F," R$ 8,790.07 ",2011-06-01
5587,Finance,Analyst,Bachelor,38,F," R$ 19,453.38 ",2015-03-17
5588,HR,Specialist,Master,62,M," R$ 9,995.63 ",2017-07-17
5589,Marketing,,Master,57,M,,2013-02-27
5590,,Manager,Master,33,F," R$ 6,304.62 ",14/03/2010
5591,Marketing,Assistant,High School,57,F," R$ 14,136.56 ",2018-03-05
5592,HR,Specialist,Master,34,M," R$ 7,039.07 ",2011-05-31
5593,HR,Analyst,Bachelor,56,F," R$ 9,799.61 ",2016-11-14
5594,HR,Coordinator,Bachelor,26,M," R$ 6,108.66 ",2015-12-14
5595,Logistics,Specialist,Master,34,M," R$ 5,974.50 ",20/05/2018
5596,Finance,Specialist,Master,29,F," R$ 18,036.99 ",2010-03-11
5597,Operations,Director,PhD,32,M," R$ 7,781.01 ",28/06/2019
5598,IT,Director,PhD,29,M," R$ 9,335.98 ",2018-04-27
5599,IT,Coordinator,Bachelor,52,M," R$ 17,915.95 ",2013-11-01
5600,Finance,Technician,Technical Diploma,33,F," R$ 18,043.14 ",05/06/2013
5601,Logistics,Technician,Technical Diploma,32,M," R$ 5,693.06 ",2021-03-29
5602,Legal,Specialist,Master,38,F, ,2015-02-13
5603,HR,Director, ,48,M," R$ 8,570.92 ",2019-06-13
5604,Operations,Coordinator,Bachelor,34,M," R$ 8,577.03 ",2022-10-11
5605,Marketing,Analyst,Bachelor,57,F," R$ 12,984.04 ",2016-06-28
5606,Legal,Specialist,Master,34,F," R$ 15,570.88 ",19/07/2010
5607,Finance,Analyst,Bachelor,62,F," R$ 22,920.41 ",2020-03-25
5608,Logistics,Director,PhD,43,M," R$ 6,661.27 ",2022-06-09
5609,IT,Analyst,Bachelor,45,M," R$ 13,605.46 ",08/06/2014
5610,Legal,Coordinator,Bachelor,51,F," R$ 18,022.62 ",2017-09-24
5611,Marketing,Technician,Technical Diploma,34,M," R$ 9,214.88 ",2012-03-28
5612,Logistics,Coordinator,Bachelor,29,M," R$ 6,604.02 ",2023-07-31
5613,,Assistant,High School,26,M," R$ 6,802.44 ",2012-01-07
5614,IT,Manager,Master,64,F," R$ 21,826.47 ",2023-06-09
5615,HR,Technician,Technical Diploma,27,M," R$ 6,466.62 ",17/09/2019
5616,Marketing,Coordinator,Bachelor,28,F," R$ 9,734.01 ",2010-11-14
5617,Logistics,Assistant,High School,43,M," R$ 6,105.26 ",16/08/2021
5618,Logistics,Manager,Master,51,M, ,2019-06-25
5619,Marketing,Technician,Technical Diploma,36,F," R$ 9,382.13 ",2017-09-17
5620,Legal,Analyst,Bachelor,58,M," R$ 19,266.48 ",2022-06-19
5621,Operations,Analyst,Bachelor,62,F," R$ 13,381.30 ",27/12/2022
5622, ,Coordinator,Bachelor,41,F," R$ 19,461.01 ",11/12/2017
5623,Operations,Director,PhD,52,M," R$ 9,280.92 ",2020-06-04
5624,HR,Specialist,Master,26,F," R$ 7,881.78 ",2012-05-24
5625,,Specialist,Master,33,F," R$ 14,211.29 ",2013-07-20
5626,Logistics,Analyst,Bachelor,58,M," R$ 8,132.26 ",2021-09-03
5627,Legal,Analyst,Bachelor,51,M," R$ 19,451.57 ",2022-01-07
5628,HR,Specialist,Master,60,M," R$ 9,863.58 ",2015-04-13
5629,HR,Specialist,Master,24,F," R$ 6,313.28 ",2018-01-06
5630,HR,Specialist,Master,34,F," R$ 5,854.21 ",2017-09-25
5631,HR,Manager,Master,32,M," R$ 6,182.77 ",2023-02-07
5632,IT,Assistant,High School,31,F, ,2015-08-30
5633, ,Specialist,Master,51,F," R$ 17,184.71 ",2019-10-30
5634,IT,Assistant,High School,30,M," R$ 10,290.43 ",10/05/2021
5635,IT,Coordinator,Bachelor,51, ," R$ 15,296.67 ",2010-02-23
5636,Legal,Coordinator,Bachelor,50,F," R$ 22,025.21 ",2010-02-02
5637,HR,Director,PhD,59, ," R$ 9,475.21 ",2013-11-14
5638,HR,Assistant,High School,63,M," R$ 10,416.25 ",17/11/2012
5639,Marketing,Specialist,Master,55,F,,2016-03-24
5640,Marketing,Analyst,Bachelor,47,M," R$ 12,527.37 ",2010-12-03
5641,Operations,Coordinator,Bachelor,23,F," R$ 6,722.74 ",2012-09-25
5642,Logistics,Specialist,Master,57,M," R$ 8,545.38 ",05/10/2019
5643,Marketing,Technician,Technical Diploma,28,F," R$ 10,852.49 ",2019-04-27
5644,Finance,Assistant,High School,57,F," R$ 22,906.55 ",13/09/2012
5645,Finance,Director,,61,F," R$ 23,451.89 ",2011-06-18
5646,Legal,Coordinator,Bachelor,35,F," R$ 15,664.05 ",2021-06-07
5647,Marketing,Technician,Technical Diploma,48,F," R$ 11,561.82 ",2018-04-22
5648,Legal, ,PhD,47,F," R$ 18,561.97 ",2023-08-16
5649,Marketing,Coordinator,Bachelor,41,M," R$ 11,220.33 ",25/04/2014
5650,IT,Analyst,Bachelor,56,F," R$ 16,068.88 ",12/01/2015
5651,IT,Coordinator,,32, ," R$ 13,386.88 ",2021-08-12
5652,IT,Manager,Master,47,M," R$ 14,560.47 ",2013-04-30
5653,Operations,Analyst,Bachelor,56,M," R$ 11,063.67 ",2012-05-02
5654,Legal,Specialist,Master,26,M," R$ 13,447.64 ",2021-01-06
5655,Legal,Specialist,Master,37, ," R$ 12,669.90 ",25/01/2023
5656,Logistics,Specialist,Master,32,F," R$ 6,385.13 ",2016-03-13
5657,,Specialist,Master,54,M," R$ 14,691.52 ",2019-09-03
5658,Marketing,Specialist,Master,30,M," R$ 8,989.28 ",2017-06-10
5659,Operations,Coordinator,Bachelor,43,F," R$ 8,311.72 ",2010-08-12
5660, ,Technician,Technical Diploma,26,F," R$ 15,944.84 ",2017-03-06
5661,HR,Analyst,,41,F," R$ 8,020.29 ",16/11/2022
5662,Finance,Analyst,Bachelor,64,F," R$ 23,645.75 ",2012-04-18
5663,IT,Director,PhD,55,F," R$ 15,808.38 ",2014-07-20
5664,Finance,Analyst,Bachelor,51,F," R$ 22,627.00 ",2016-02-20
5665,Finance,Coordinator,Bachelor,31,F," R$ 16,398.10 ",17/03/2012
5666,Marketing,Technician,Technical Diploma,58,F," R$ 13,416.18 ",2011-07-26
5667,IT,Assistant,High School,53,F," R$ 15,451.76 ",27/12/2019
5668,IT,Technician,Technical Diploma,45,," R$ 14,969.96 ",28/02/2010
5669,Logistics,Manager,Master,38,F," R$ 5,925.05 ",2014-04-14
5670,Operations,Specialist,Master,24,F," R$ 6,761.74 ",2010-01-23
5671,HR,Manager,Master,60,F," R$ 11,625.36 ",09/05/2012
5672,Legal,Analyst,Bachelor,64,F," R$ 21,430.32 ",2015-01-23
5673,Marketing,Director,PhD,64,F," R$ 12,511.70 ",2017-09-28
5674,Finance,Technician,Technical Diploma,47,F," R$ 18,259.57 ",2023-11-16
5675,Legal,Manager,Master,33,F," R$ 15,939.04 ",02/10/2012
5676,Operations,Assistant,High School,58,F, ,2020-09-14
5677,Legal,Specialist,Master,63,F," R$ 22,175.26 ",2012-07-19
5678,HR,Technician,Technical Diploma,33,M," R$ 6,994.55 ",2016-06-25
5679,Finance,Coordinator,Bachelor,54,M," R$ 20,880.92 ",09/10/2011
5680,IT,Analyst,Bachelor,48,F," R$ 16,234.24 ",2013-12-28
5681,Operations,Specialist,Master,35,M," R$ 8,511.57 ",2017-09-04
5682,Legal,Technician,Technical Diploma,28,F," R$ 15,917.52 ",2015-09-24
5683,Logistics,Manager,Master,63,F," R$ 10,658.53 ",2020-03-14
5684,Legal,Specialist,Master,59,M," R$ 23,656.22 ",2020-08-11
5685,Operations,Director,PhD,63,M," R$ 13,359.49 ",2010-09-12
5686,Logistics,Assistant,High School,48,M," R$ 7,377.15 ",2023-05-21
5687,Legal,Specialist,,31,F," R$ 13,934.07 ",2014-05-13
5688,HR,Specialist,Master,63,M,,2017-03-12
5689,Finance,Assistant,High School,64,M," R$ 28,564.97 ",2019-08-16
5690,,Manager,Master,62,M," R$ 21,718.05 ",2021-12-31
5691,Operations,Assistant,High School,30,F," R$ 7,956.40 ",2022-08-10
5692,Finance,Technician,Technical Diploma,55,F," R$ 22,612.23 ",2021-02-16
5693,HR,Technician,Technical Diploma,62,F," R$ 9,640.54 ",2010-05-23
5694,Operations,Assistant,High School,50,M," R$ 10,188.13 ",02/06/2022
5695,Logistics,Technician,Technical Diploma,39,M," R$ 7,053.23 ",12/01/2011
5696,Legal,Director,PhD,50,F," R$ 19,698.75 ",2013-10-17
5697,Finance,Assistant,High School,51,F," R$ 22,515.27 ",2015-05-12
5698,IT,Analyst,Bachelor,34,M," R$ 11,654.00 ",2016-03-17
5699,Operations,Manager,,43,M," R$ 8,682.46 ",27/11/2017
5700,Legal,Assistant,High School,37,F," R$ 16,010.56 ",2020-09-06
5701,HR,Technician,Technical Diploma,53,F," R$ 8,464.56 ",2010-12-20
5702,Marketing,Manager,Master,61,M," R$ 14,025.26 ",21/02/2013
5703,Operations,Manager,Master,47,M," R$ 10,202.85 ",2013-11-18
5704,IT,Specialist,Master,52,M," R$ 12,730.30 ",11/03/2021
5705,Marketing,Analyst,Bachelor,40, ," R$ 10,949.20 ",18/12/2016
5706,IT,Assistant,High School,63,M," R$ 14,868.86 ",2017-04-12
5707,Finance,Technician,Technical Diploma,55,F," R$ 24,221.37 ",2020-10-25
5708,Marketing,Coordinator,Bachelor,27,M," R$ 9,790.48 ",2011-04-04
5709,Marketing,Specialist,Master,56,," R$ 14,366.35 ",2013-11-10
5710,IT,Analyst,Bachelor,32,F," R$ 11,881.64 ",2010-03-31
5711,HR,Assistant,High School,58,M," R$ 9,110.79 ",2021-12-18
5712,HR, ,Bachelor,43,M," R$ 7,178.24 ",2023-12-06
5713,Legal,Analyst,Bachelor,34,F," R$ 14,152.59 ",14/07/2021
5714,Operations,Director,PhD,37,F," R$ 9,814.20 ",2014-03-19
5715,Marketing,Assistant,High School,47,M," R$ 11,054.30 ",2022-05-19
5716, ,Manager,Master,43,F," R$ 13,769.23 ",2020-01-15
5717,Marketing,Coordinator,Bachelor,63,F," R$ 15,628.90 ",20/01/2019
5718,Finance,Manager,Master,34,M," R$ 20,660.74 ",2017-03-29
5719,HR,Analyst,Bachelor,44,F," R$ 6,551.38 ",2011-10-25
5720,HR, ,Technical Diploma,53,M," R$ 9,564.22 ",2015-10-22
5721,Logistics,Technician,Technical Diploma,44, ," R$ 7,069.91 ",2015-01-29
5722,Finance,Coordinator,Bachelor,64,F,,2014-05-25
5723,Operations,Assistant,High School,53,F," R$ 11,755.28 ",2015-11-25
5724,HR,Assistant,High School,59,F," R$ 9,642.25 ",14/09/2022
5725,Finance,Director,,49,M," R$ 19,523.07 ",23/09/2015
5726, ,Specialist,Master,54,F," R$ 21,368.08 ",2020-12-16
5727,Marketing,Director,PhD,61,M," R$ 11,980.22 ",2017-05-13
5728,Logistics,Coordinator,Bachelor,47,M," R$ 7,960.86 ",2012-04-22
5729,Operations,Coordinator,Bachelor,51,F," R$ 10,802.38 ",2023-06-29
5730,Operations,Coordinator,Bachelor,38,F," R$ 8,630.36 ",2016-09-21
5731,Legal,Analyst,Bachelor,63,M,,2022-02-27
5732,Logistics,Assistant,High School,50,F," R$ 8,347.74 ",26/10/2020
5733,Legal,Specialist,Master,23,M," R$ 12,891.65 ",2020-04-16
5734,HR,Assistant,High School,59,M," R$ 9,606.19 ",2010-07-11
